,rental_id,rental_date,customer_id,customer_name,city,country,film_id,film_title,category,length,store_id,staff_id,staff_name,payment_amount,payment_date,rental_duration,gap
12863,5235,2005-07-09 12:54:25,122,Thelma Murray,Lima,Peru,233,Disciple Mother,Travel,141,1,1,Mike Hillyer,6.99,2007-04-09 11:22:51.996577,9.0,1.0
12864,6231,2005-07-11 14:02:36,122,Thelma Murray,Lima,Peru,555,Mallrats United,Comedy,133,1,2,Jon Stephens,0.99,2007-04-11 12:31:02.996577,2.0,2.0
12865,6427,2005-07-11 23:57:34,122,Thelma Murray,Lima,Peru,233,Disciple Mother,Travel,141,1,2,Jon Stephens,0.99,2007-04-11 22:26:00.996577,2.0,0.0
12866,6436,2005-07-12 00:18:42,122,Thelma Murray,Lima,Peru,822,Soup Wisdom,Family,169,1,2,Jon Stephens,0.99,2007-04-11 22:47:08.996577,1.0,0.0
12867,6974,2005-07-27 00:39:16,122,Thelma Murray,Lima,Peru,643,Orient Closer,Drama,118,1,2,Jon Stephens,7.99,2007-04-26 23:07:42.996577,8.0,15.0
12868,7267,2005-07-27 11:22:55,122,Thelma Murray,Lima,Peru,800,Sinners Atlantis,Horror,126,1,1,Mike Hillyer,2.99,2007-04-27 09:51:21.996577,4.0,0.0
12869,7950,2005-07-28 13:21:00,122,Thelma Murray,Lima,Peru,494,Karate Moon,Horror,120,1,2,Jon Stephens,4.99,2007-04-28 11:49:26.996577,8.0,1.0
12870,8077,2005-07-28 17:54:35,122,Thelma Murray,Lima,Peru,716,Reap Unfaithful,Horror,136,1,2,Jon Stephens,2.99,2007-04-28 16:23:01.996577,1.0,0.0
12871,8177,2005-07-28 21:43:54,122,Thelma Murray,Lima,Peru,809,Slipper Fidelity,Sports,156,1,2,Jon Stephens,0.99,2007-04-28 20:12:20.996577,5.0,0.0
12872,8772,2005-07-29 19:55:25,122,Thelma Murray,Lima,Peru,772,Sea Virgin,Drama,80,1,1,Mike Hillyer,5.99,2007-04-29 18:23:51.996577,6.0,0.0
12873,9910,2005-07-31 14:47:57,122,Thelma Murray,Lima,Peru,81,Blindness Gun,Sci-Fi,103,1,1,Mike Hillyer,4.99,2007-04-30 13:16:23.996577,5.0,1.0
6314,10626,2005-08-01 15:32:41,122,Thelma Murray,Lima,Peru,233,Disciple Mother,Travel,141,1,1,Mike Hillyer,1.99,2007-03-01 14:01:07.996577,4.0,1.0
6315,11044,2005-08-02 06:05:27,122,Thelma Murray,Lima,Peru,643,Orient Closer,Drama,118,1,1,Mike Hillyer,3.99,2007-03-02 04:33:53.996577,3.0,0.0
6316,11197,2005-08-02 11:45:07,122,Thelma Murray,Lima,Peru,667,Peach Innocent,Sports,160,1,1,Mike Hillyer,2.99,2007-03-02 10:13:33.996577,0.0,0.0
6317,12476,2005-08-18 12:22:40,122,Thelma Murray,Lima,Peru,611,Musketeers Wait,Classics,73,1,2,Jon Stephens,4.99,2007-03-18 10:51:06.996577,2.0,16.0
6318,12711,2005-08-18 21:03:32,122,Thelma Murray,Lima,Peru,555,Mallrats United,Comedy,133,1,1,Mike Hillyer,4.99,2007-03-18 19:31:58.996577,7.0,0.0
6319,13171,2005-08-19 13:48:54,122,Thelma Murray,Lima,Peru,383,Groove Fiction,Sports,111,1,1,Mike Hillyer,2.99,2007-03-19 12:17:20.996577,8.0,0.0
6320,13812,2005-08-20 13:01:43,122,Thelma Murray,Lima,Peru,611,Musketeers Wait,Classics,73,1,2,Jon Stephens,4.99,2007-03-20 11:30:09.996577,2.0,0.0
6321,14666,2005-08-21 19:51:09,122,Thelma Murray,Lima,Peru,561,Mask Peach,New,123,1,2,Jon Stephens,5.99,2007-03-21 18:19:35.996577,9.0,1.0
1478,1490,2005-06-15 21:42:17,123,Shannon Freeman,Varanasi (Benares),India,770,Scissorhands Slums,Foreign,147,2,2,Jon Stephens,4.99,2007-02-15 20:10:43.996577,6.0,
1479,1751,2005-06-16 17:00:14,123,Shannon Freeman,Varanasi (Benares),India,27,Anonymous Human,Sports,179,2,2,Jon Stephens,0.99,2007-02-16 15:28:40.996577,0.0,0.0
1480,1775,2005-06-16 18:28:19,123,Shannon Freeman,Varanasi (Benares),India,417,Hills Neighbors,Action,93,2,2,Jon Stephens,4.99,2007-02-16 16:56:45.996577,8.0,0.0
1481,1951,2005-06-17 08:30:35,123,Shannon Freeman,Varanasi (Benares),India,213,Date Speed,Family,104,2,2,Jon Stephens,0.99,2007-02-17 06:59:01.996577,3.0,0.0
1482,2594,2005-06-19 05:43:43,123,Shannon Freeman,Varanasi (Benares),India,181,Contact Anonymous,Travel,166,2,2,Jon Stephens,2.99,2007-02-19 04:12:09.996577,5.0,1.0
12874,4442,2005-07-07 23:05:30,123,Shannon Freeman,Varanasi (Benares),India,101,Brotherhood Blanket,Documentary,73,2,2,Jon Stephens,3.99,2007-04-07 21:33:56.996577,5.0,18.0
12875,4860,2005-07-08 18:54:07,123,Shannon Freeman,Varanasi (Benares),India,95,Breakfast Goldfinger,New,123,2,2,Jon Stephens,8.99,2007-04-08 17:22:33.996577,8.0,0.0
12876,7535,2005-07-27 21:32:39,123,Shannon Freeman,Varanasi (Benares),India,168,Comancheros Enemy,Children,67,2,1,Mike Hillyer,4.99,2007-04-27 20:01:05.996577,9.0,19.0
12877,7727,2005-07-28 04:52:43,123,Shannon Freeman,Varanasi (Benares),India,491,Jumping Wrath,Children,74,2,2,Jon Stephens,2.99,2007-04-28 03:21:09.996577,5.0,0.0
12878,7768,2005-07-28 06:44:03,123,Shannon Freeman,Varanasi (Benares),India,535,Love Suicides,Horror,181,2,1,Mike Hillyer,0.99,2007-04-28 05:12:29.996577,1.0,0.0
12879,7852,2005-07-28 09:34:29,123,Shannon Freeman,Varanasi (Benares),India,759,Salute Apollo,New,73,2,1,Mike Hillyer,2.99,2007-04-28 08:02:55.996577,1.0,0.0
12880,7969,2005-07-28 13:57:37,123,Shannon Freeman,Varanasi (Benares),India,481,Jekyll Frogmen,New,58,2,1,Mike Hillyer,5.99,2007-04-28 12:26:03.996577,7.0,0.0
12881,8699,2005-07-29 16:53:00,123,Shannon Freeman,Varanasi (Benares),India,890,Tights Dawn,Sports,172,2,1,Mike Hillyer,4.99,2007-04-29 15:21:26.996577,9.0,1.0
12882,9529,2005-07-31 01:05:26,123,Shannon Freeman,Varanasi (Benares),India,177,Connecticut Tramp,Sci-Fi,172,2,2,Jon Stephens,4.99,2007-04-30 23:33:52.996577,2.0,1.0
12883,10066,2005-07-31 19:30:01,123,Shannon Freeman,Varanasi (Benares),India,933,Vampire Whale,New,126,2,2,Jon Stephens,4.99,2007-04-30 17:58:27.996577,0.0,0.0
6322,10295,2005-08-01 03:53:49,123,Shannon Freeman,Varanasi (Benares),India,512,League Hellfighters,Classics,110,2,1,Mike Hillyer,8.99,2007-03-01 02:22:15.996577,9.0,0.0
6323,12360,2005-08-18 07:46:35,123,Shannon Freeman,Varanasi (Benares),India,206,Dancing Fever,Documentary,144,2,1,Mike Hillyer,2.99,2007-03-18 06:15:01.996577,8.0,17.0
6324,12402,2005-08-18 09:27:34,123,Shannon Freeman,Varanasi (Benares),India,85,Bonnie Holocaust,Documentary,63,2,2,Jon Stephens,3.99,2007-03-18 07:56:00.996577,7.0,0.0
6325,13668,2005-08-20 08:26:06,123,Shannon Freeman,Varanasi (Benares),India,799,Simon North,Horror,51,2,2,Jon Stephens,2.99,2007-03-20 06:54:32.996577,4.0,1.0
6326,15152,2005-08-22 14:25:21,123,Shannon Freeman,Varanasi (Benares),India,162,Clueless Bucket,Action,95,2,1,Mike Hillyer,7.99,2007-03-22 12:53:47.996577,9.0,2.0
6327,15525,2005-08-23 03:43:32,123,Shannon Freeman,Varanasi (Benares),India,768,Scarface Bang,Children,102,2,2,Jon Stephens,4.99,2007-03-23 02:11:58.996577,2.0,0.0
6328,15621,2005-08-23 07:13:43,123,Shannon Freeman,Varanasi (Benares),India,839,Stallion Sundance,Sci-Fi,130,2,1,Mike Hillyer,1.99,2007-03-23 05:42:09.996577,6.0,0.0
6329,15787,2005-08-23 13:51:57,123,Shannon Freeman,Varanasi (Benares),India,644,Oscar Gold,Animation,115,2,1,Mike Hillyer,2.99,2007-03-23 12:20:23.996577,4.0,0.0
1483,2336,2005-06-18 11:00:05,124,Sheila Wells,Ktahya,Turkey,849,Storm Happiness,Animation,57,1,2,Jon Stephens,1.99,2007-02-18 09:28:31.996577,6.0,
12884,4341,2005-07-07 18:44:23,124,Sheila Wells,Ktahya,Turkey,987,Words Hunter,Music,116,1,1,Mike Hillyer,7.99,2007-04-07 17:12:49.996577,7.0,19.0
12885,4709,2005-07-08 12:04:34,124,Sheila Wells,Ktahya,Turkey,864,Sundance Invasion,Children,92,1,1,Mike Hillyer,2.99,2007-04-08 10:33:00.996577,6.0,0.0
12886,5566,2005-07-10 03:30:17,124,Sheila Wells,Ktahya,Turkey,296,Express Lonely,Sci-Fi,178,1,1,Mike Hillyer,2.99,2007-04-10 01:58:43.996577,3.0,1.0
12887,6411,2005-07-11 23:10:50,124,Sheila Wells,Ktahya,Turkey,948,Voice Peach,New,139,1,1,Mike Hillyer,2.99,2007-04-11 21:39:16.996577,7.0,1.0
12888,7519,2005-07-27 21:01:41,124,Sheila Wells,Ktahya,Turkey,873,Sweethearts Suspects,Children,108,1,1,Mike Hillyer,6.99,2007-04-27 19:30:07.996577,8.0,15.0
12889,7700,2005-07-28 03:54:14,124,Sheila Wells,Ktahya,Turkey,775,Seattle Expecations,Drama,110,1,2,Jon Stephens,8.99,2007-04-28 02:22:40.996577,8.0,0.0
12890,8524,2005-07-29 10:20:07,124,Sheila Wells,Ktahya,Turkey,457,Independence Hotel,Documentary,157,1,1,Mike Hillyer,0.99,2007-04-29 08:48:33.996577,4.0,1.0
12891,9986,2005-07-31 17:16:50,124,Sheila Wells,Ktahya,Turkey,274,Egg Igby,Documentary,67,1,2,Jon Stephens,3.99,2007-04-30 15:45:16.996577,5.0,2.0
6330,11493,2005-08-02 22:47:00,124,Sheila Wells,Ktahya,Turkey,740,Rollercoaster Bringing,Horror,153,1,2,Jon Stephens,5.99,2007-03-02 21:15:26.996577,7.0,2.0
6331,12835,2005-08-19 01:47:45,124,Sheila Wells,Ktahya,Turkey,323,Flight Lies,Sports,179,1,2,Jon Stephens,4.99,2007-03-19 00:16:11.996577,6.0,16.0
6332,14737,2005-08-21 22:27:11,124,Sheila Wells,Ktahya,Turkey,401,Harold French,Drama,168,1,2,Jon Stephens,0.99,2007-03-21 20:55:37.996577,3.0,2.0
6333,15266,2005-08-22 18:37:24,124,Sheila Wells,Ktahya,Turkey,408,Head Stranger,Games,69,1,2,Jon Stephens,4.99,2007-03-22 17:05:50.996577,0.0,0.0
6334,16023,2005-08-23 21:45:02,124,Sheila Wells,Ktahya,Turkey,511,Lawrence Love,Action,175,1,1,Mike Hillyer,0.99,2007-03-23 20:13:28.996577,0.0,1.0
1484,1481,2005-06-15 21:17:58,125,Ethel Webb,Boksburg,South Africa,667,Peach Innocent,Sports,160,1,2,Jon Stephens,2.99,2007-02-15 19:46:24.996577,2.0,
1485,2355,2005-06-18 12:57:06,125,Ethel Webb,Boksburg,South Africa,789,Shock Cabin,Foreign,79,1,1,Mike Hillyer,3.99,2007-02-18 11:25:32.996577,7.0,2.0
1486,2826,2005-06-19 20:41:35,125,Ethel Webb,Boksburg,South Africa,653,Panic Club,Horror,102,1,1,Mike Hillyer,7.99,2007-02-19 19:10:01.996577,5.0,1.0
1487,3118,2005-06-20 18:05:57,125,Ethel Webb,Boksburg,South Africa,279,Elizabeth Shane,Sports,152,1,1,Mike Hillyer,4.99,2007-02-20 16:34:23.996577,3.0,0.0
12892,3617,2005-07-06 05:58:06,125,Ethel Webb,Boksburg,South Africa,295,Expendable Stallion,Documentary,97,1,1,Mike Hillyer,4.99,2007-04-06 04:26:32.996577,6.0,15.0
12893,5200,2005-07-09 10:52:09,125,Ethel Webb,Boksburg,South Africa,988,Worker Tarzan,Travel,139,1,1,Mike Hillyer,2.99,2007-04-09 09:20:35.996577,4.0,3.0
12894,5523,2005-07-10 01:47:55,125,Ethel Webb,Boksburg,South Africa,483,Jericho Mulan,Games,171,1,1,Mike Hillyer,7.99,2007-04-10 00:16:21.996577,8.0,0.0
12895,6055,2005-07-11 03:59:08,125,Ethel Webb,Boksburg,South Africa,130,Celebrity Horn,Action,110,1,2,Jon Stephens,0.99,2007-04-11 02:27:34.996577,7.0,1.0
12896,6268,2005-07-11 15:55:34,125,Ethel Webb,Boksburg,South Africa,255,Driving Polish,Music,175,1,1,Mike Hillyer,6.99,2007-04-11 14:24:00.996577,8.0,0.0
12897,7323,2005-07-27 13:39:40,125,Ethel Webb,Boksburg,South Africa,838,Stagecoach Armageddon,Action,112,1,2,Jon Stephens,4.99,2007-04-27 12:08:06.996577,1.0,15.0
12898,7879,2005-07-28 10:27:46,125,Ethel Webb,Boksburg,South Africa,429,Honey Ties,Sports,84,1,1,Mike Hillyer,0.99,2007-04-28 08:56:12.996577,2.0,0.0
12899,7922,2005-07-28 12:05:25,125,Ethel Webb,Boksburg,South Africa,178,Connection Microcosmos,Comedy,115,1,2,Jon Stephens,0.99,2007-04-28 10:33:51.996577,5.0,0.0
12900,8375,2005-07-29 05:25:30,125,Ethel Webb,Boksburg,South Africa,793,Shrunk Divine,Action,139,1,2,Jon Stephens,2.99,2007-04-29 03:53:56.996577,5.0,0.0
12901,8433,2005-07-29 07:19:16,125,Ethel Webb,Boksburg,South Africa,427,Homeward Cider,Documentary,103,1,1,Mike Hillyer,2.99,2007-04-29 05:47:42.996577,6.0,0.0
12902,8832,2005-07-29 22:37:49,125,Ethel Webb,Boksburg,South Africa,84,Boiled Dares,Travel,102,1,1,Mike Hillyer,4.99,2007-04-29 21:06:15.996577,6.0,0.0
12903,9129,2005-07-30 09:51:21,125,Ethel Webb,Boksburg,South Africa,583,Mission Zoolander,Animation,164,1,2,Jon Stephens,9.99,2007-04-30 08:19:47.996577,7.0,0.0
12904,9496,2005-07-30 23:55:20,125,Ethel Webb,Boksburg,South Africa,100,Brooklyn Desert,Foreign,161,1,2,Jon Stephens,4.99,2007-04-30 22:23:46.996577,2.0,0.0
12905,9504,2005-07-31 00:09:07,125,Ethel Webb,Boksburg,South Africa,18,Alter Victory,Animation,57,1,1,Mike Hillyer,0.99,2007-04-30 22:37:33.996577,2.0,0.0
12906,9722,2005-07-31 08:29:48,125,Ethel Webb,Boksburg,South Africa,926,Untouchables Sunrise,Documentary,120,1,2,Jon Stephens,4.99,2007-04-30 06:58:14.996577,6.0,0.0
12907,9734,2005-07-31 08:57:45,125,Ethel Webb,Boksburg,South Africa,730,Ridgemont Submarine,New,46,1,1,Mike Hillyer,2.99,2007-04-30 07:26:11.996577,5.0,0.0
6335,10583,2005-08-01 13:54:35,125,Ethel Webb,Boksburg,South Africa,154,Clash Freddy,Animation,81,1,1,Mike Hillyer,2.99,2007-03-01 12:23:01.996577,2.0,1.0
6336,10699,2005-08-01 18:24:51,125,Ethel Webb,Boksburg,South Africa,231,Dinosaur Secretary,Family,63,1,1,Mike Hillyer,2.99,2007-03-01 16:53:17.996577,5.0,0.0
6337,11279,2005-08-02 14:30:03,125,Ethel Webb,Boksburg,South Africa,31,Apache Divine,Family,92,1,2,Jon Stephens,7.99,2007-03-02 12:58:29.996577,7.0,0.0
6338,11806,2005-08-17 11:49:28,125,Ethel Webb,Boksburg,South Africa,704,Pure Runner,Comedy,121,1,1,Mike Hillyer,4.99,2007-03-17 10:17:54.996577,5.0,14.0
6339,11832,2005-08-17 12:55:31,125,Ethel Webb,Boksburg,South Africa,506,Lady Stage,Horror,67,1,1,Mike Hillyer,4.99,2007-03-17 11:23:57.996577,1.0,0.0
6340,11999,2005-08-17 18:47:07,125,Ethel Webb,Boksburg,South Africa,945,Virginian Pluto,Documentary,164,1,2,Jon Stephens,0.99,2007-03-17 17:15:33.996577,3.0,0.0
6341,12075,2005-08-17 21:54:55,125,Ethel Webb,Boksburg,South Africa,691,Poseidon Forever,Sports,159,1,1,Mike Hillyer,4.99,2007-03-17 20:23:21.996577,6.0,0.0
6342,12262,2005-08-18 04:16:15,125,Ethel Webb,Boksburg,South Africa,129,Cause Date,Documentary,179,1,1,Mike Hillyer,2.99,2007-03-18 02:44:41.996577,2.0,0.0
6343,13441,2005-08-19 23:48:23,125,Ethel Webb,Boksburg,South Africa,699,Private Drop,Games,106,1,1,Mike Hillyer,6.99,2007-03-19 22:16:49.996577,8.0,1.0
6344,14456,2005-08-21 12:38:09,125,Ethel Webb,Boksburg,South Africa,554,Malkovich Pet,Classics,159,1,1,Mike Hillyer,2.99,2007-03-21 11:06:35.996577,4.0,1.0
6345,15055,2005-08-22 10:14:39,125,Ethel Webb,Boksburg,South Africa,135,Chance Resurrection,Sports,70,1,2,Jon Stephens,2.99,2007-03-22 08:43:05.996577,2.0,0.0
1488,3450,2005-06-21 21:01:57,126,Ellen Simpson,Po,Brazil,490,Jumanji Blade,New,121,1,1,Mike Hillyer,2.99,2007-02-21 19:30:23.996577,4.0,
12908,3502,2005-07-06 00:15:06,126,Ellen Simpson,Po,Brazil,229,Devil Desire,Action,87,1,1,Mike Hillyer,5.99,2007-04-05 22:43:32.996577,7.0,14.0
12909,3725,2005-07-06 11:15:04,126,Ellen Simpson,Po,Brazil,611,Musketeers Wait,Classics,73,1,1,Mike Hillyer,4.99,2007-04-06 09:43:30.996577,2.0,0.0
12910,3804,2005-07-06 15:08:08,126,Ellen Simpson,Po,Brazil,117,Candles Grapes,Games,135,1,2,Jon Stephens,7.99,2007-04-06 13:36:34.996577,8.0,0.0
12911,4691,2005-07-08 11:04:53,126,Ellen Simpson,Po,Brazil,130,Celebrity Horn,Action,110,1,1,Mike Hillyer,0.99,2007-04-08 09:33:19.996577,0.0,1.0
12912,4730,2005-07-08 12:59:49,126,Ellen Simpson,Po,Brazil,353,Gentlemen Stage,Foreign,125,1,2,Jon Stephens,2.99,2007-04-08 11:28:15.996577,6.0,0.0
12913,5137,2005-07-09 08:00:34,126,Ellen Simpson,Po,Brazil,90,Boulevard Mob,New,63,1,1,Mike Hillyer,0.99,2007-04-09 06:29:00.996577,2.0,0.0
12914,5865,2005-07-10 18:31:05,126,Ellen Simpson,Po,Brazil,303,Fantasy Troopers,Action,58,1,2,Jon Stephens,0.99,2007-04-10 16:59:31.996577,1.0,1.0
12915,6747,2005-07-12 14:33:21,126,Ellen Simpson,Po,Brazil,797,Silence Kane,Music,67,1,2,Jon Stephens,0.99,2007-04-12 13:01:47.996577,0.0,1.0
12916,6755,2005-07-12 15:07:49,126,Ellen Simpson,Po,Brazil,557,Manchurian Curtain,Family,177,1,2,Jon Stephens,6.99,2007-04-12 13:36:15.996577,9.0,0.0
12917,7962,2005-07-28 13:48:09,126,Ellen Simpson,Po,Brazil,379,Greedy Roots,Drama,166,1,1,Mike Hillyer,0.99,2007-04-28 12:16:35.996577,6.0,15.0
12918,8091,2005-07-28 18:27:29,126,Ellen Simpson,Po,Brazil,664,Patriot Roman,Action,65,1,2,Jon Stephens,2.99,2007-04-28 16:55:55.996577,4.0,0.0
12919,9492,2005-07-30 23:52:21,126,Ellen Simpson,Po,Brazil,139,Chasing Fight,Family,114,1,2,Jon Stephens,6.99,2007-04-30 22:20:47.996577,8.0,2.0
12920,10032,2005-07-31 18:41:55,126,Ellen Simpson,Po,Brazil,506,Lady Stage,Horror,67,1,1,Mike Hillyer,4.99,2007-04-30 17:10:21.996577,4.0,0.0
6346,11196,2005-08-02 11:42:40,126,Ellen Simpson,Po,Brazil,580,Mine Titans,New,166,1,2,Jon Stephens,9.99,2007-03-02 10:11:06.996577,8.0,1.0
6347,11613,2005-08-17 03:50:33,126,Ellen Simpson,Po,Brazil,545,Madness Attacks,Foreign,178,1,2,Jon Stephens,4.99,2007-03-17 02:18:59.996577,7.0,14.0
6348,11779,2005-08-17 10:31:58,126,Ellen Simpson,Po,Brazil,40,Army Flintstones,Documentary,148,1,2,Jon Stephens,3.99,2007-03-17 09:00:24.996577,7.0,0.0
6349,11801,2005-08-17 11:30:11,126,Ellen Simpson,Po,Brazil,143,Chill Luck,Drama,142,1,1,Mike Hillyer,0.99,2007-03-17 09:58:37.996577,5.0,0.0
6350,12991,2005-08-19 07:21:24,126,Ellen Simpson,Po,Brazil,481,Jekyll Frogmen,New,58,1,2,Jon Stephens,2.99,2007-03-19 05:49:50.996577,1.0,1.0
6351,13015,2005-08-19 07:56:51,126,Ellen Simpson,Po,Brazil,759,Salute Apollo,New,73,1,2,Jon Stephens,7.99,2007-03-19 06:25:17.996577,8.0,0.0
6352,13177,2005-08-19 13:56:58,126,Ellen Simpson,Po,Brazil,697,Primary Glass,Action,53,1,2,Jon Stephens,0.99,2007-03-19 12:25:24.996577,3.0,0.0
6353,14477,2005-08-21 13:32:38,126,Ellen Simpson,Po,Brazil,343,Full Flatliners,Children,94,1,2,Jon Stephens,2.99,2007-03-21 12:01:04.996577,4.0,1.0
6354,14577,2005-08-21 16:52:29,126,Ellen Simpson,Po,Brazil,428,Homicide Peach,Family,141,1,1,Mike Hillyer,2.99,2007-03-21 15:20:55.996577,4.0,0.0
6355,15741,2005-08-23 12:10:54,126,Ellen Simpson,Po,Brazil,922,Undefeated Dalmations,Horror,107,1,2,Jon Stephens,4.99,2007-03-23 10:39:20.996577,0.0,1.0
6356,16007,2005-08-23 21:02:43,126,Ellen Simpson,Po,Brazil,710,Rage Games,Family,120,1,2,Jon Stephens,7.99,2007-03-23 19:31:09.996577,7.0,0.0
1489,1293,2005-06-15 09:06:24,127,Elaine Stevens,Smolensk,Russian Federation,632,Nuts Ties,New,145,2,1,Mike Hillyer,4.99,2007-02-15 07:34:50.996577,2.0,
1490,1803,2005-06-16 20:32:47,127,Elaine Stevens,Smolensk,Russian Federation,828,Spiking Element,Classics,79,2,1,Mike Hillyer,2.99,2007-02-16 19:01:13.996577,4.0,1.0
1491,2412,2005-06-18 16:58:58,127,Elaine Stevens,Smolensk,Russian Federation,424,Holocaust Highball,Children,149,2,1,Mike Hillyer,3.99,2007-02-18 15:27:24.996577,9.0,1.0
12921,4652,2005-07-08 09:47:51,127,Elaine Stevens,Smolensk,Russian Federation,913,Troopers Metal,New,115,2,2,Jon Stephens,5.99,2007-04-08 08:16:17.996577,7.0,19.0
12922,4811,2005-07-08 17:04:24,127,Elaine Stevens,Smolensk,Russian Federation,878,Teen Apollo,Travel,74,2,2,Jon Stephens,5.99,2007-04-08 15:32:50.996577,3.0,0.0
12923,5499,2005-07-10 00:27:45,127,Elaine Stevens,Smolensk,Russian Federation,333,Freaky Pocus,Music,126,2,1,Mike Hillyer,2.99,2007-04-09 22:56:11.996577,7.0,1.0
12924,5983,2005-07-11 00:34:11,127,Elaine Stevens,Smolensk,Russian Federation,78,Blackout Private,Animation,85,2,1,Mike Hillyer,2.99,2007-04-10 23:02:37.996577,4.0,1.0
12925,7912,2005-07-28 11:46:58,127,Elaine Stevens,Smolensk,Russian Federation,163,Clyde Theory,New,139,2,1,Mike Hillyer,4.99,2007-04-28 10:15:24.996577,8.0,17.0
12926,8209,2005-07-28 23:29:28,127,Elaine Stevens,Smolensk,Russian Federation,545,Madness Attacks,Foreign,178,2,2,Jon Stephens,6.99,2007-04-28 21:57:54.996577,9.0,0.0
12927,9859,2005-07-31 13:02:55,127,Elaine Stevens,Smolensk,Russian Federation,892,Titanic Boondock,Animation,104,2,1,Mike Hillyer,6.99,2007-04-30 11:31:21.996577,4.0,2.0
12928,10197,2005-08-01 00:35:25,127,Elaine Stevens,Smolensk,Russian Federation,264,Dwarfs Alter,Games,101,2,2,Jon Stephens,2.99,2007-04-30 23:03:51.996577,6.0,0.0
6358,10973,2005-08-02 04:09:42,127,Elaine Stevens,Smolensk,Russian Federation,778,Secrets Paradise,Family,109,2,2,Jon Stephens,7.99,2007-03-02 02:38:08.996577,6.0,1.0
6359,11235,2005-08-02 13:13:21,127,Elaine Stevens,Smolensk,Russian Federation,549,Magnolia Forrester,Action,171,2,1,Mike Hillyer,0.99,2007-03-02 11:41:47.996577,0.0,0.0
6360,12060,2005-08-17 21:11:57,127,Elaine Stevens,Smolensk,Russian Federation,518,Liaisons Sweet,Travel,140,2,1,Mike Hillyer,4.99,2007-03-17 19:40:23.996577,3.0,15.0
6361,12820,2005-08-19 01:05:08,127,Elaine Stevens,Smolensk,Russian Federation,645,Others Soup,Travel,118,2,2,Jon Stephens,2.99,2007-03-18 23:33:34.996577,2.0,1.0
6362,13043,2005-08-19 09:07:13,127,Elaine Stevens,Smolensk,Russian Federation,5,African Egg,Family,130,2,1,Mike Hillyer,4.99,2007-03-19 07:35:39.996577,7.0,0.0
6363,13091,2005-08-19 10:40:10,127,Elaine Stevens,Smolensk,Russian Federation,394,Hamlet Wisdom,Sci-Fi,146,2,1,Mike Hillyer,2.99,2007-03-19 09:08:36.996577,3.0,0.0
6364,14030,2005-08-20 21:23:54,127,Elaine Stevens,Smolensk,Russian Federation,230,Diary Panic,Drama,107,2,1,Mike Hillyer,2.99,2007-03-20 19:52:20.996577,6.0,1.0
6365,14189,2005-08-21 03:32:17,127,Elaine Stevens,Smolensk,Russian Federation,478,Jaws Harry,Comedy,112,2,2,Jon Stephens,2.99,2007-03-21 02:00:43.996577,1.0,0.0
6366,15463,2005-08-23 01:15:07,127,Elaine Stevens,Smolensk,Russian Federation,190,Creepers Kane,Classics,172,2,1,Mike Hillyer,5.99,2007-03-22 23:43:33.996577,6.0,1.0
6367,15736,2005-08-23 11:40:30,127,Elaine Stevens,Smolensk,Russian Federation,930,Vacation Boondock,Sci-Fi,145,2,1,Mike Hillyer,5.99,2007-03-23 10:08:56.996577,7.0,0.0
1492,2519,2005-06-19 00:19:21,128,Marjorie Tucker,Jastrzebie-Zdrj,Poland,260,Dude Blindness,Sports,132,1,1,Mike Hillyer,7.99,2007-02-18 22:47:47.996577,6.0,
1493,2565,2005-06-19 03:44:03,128,Marjorie Tucker,Jastrzebie-Zdrj,Poland,511,Lawrence Love,Action,175,1,2,Jon Stephens,0.99,2007-02-19 02:12:29.996577,4.0,0.0
12929,3751,2005-07-06 12:23:41,128,Marjorie Tucker,Jastrzebie-Zdrj,Poland,797,Silence Kane,Music,67,1,1,Mike Hillyer,0.99,2007-04-06 10:52:07.996577,3.0,17.0
12930,3995,2005-07-06 23:43:03,128,Marjorie Tucker,Jastrzebie-Zdrj,Poland,869,Suspects Quills,Action,47,1,2,Jon Stephens,5.99,2007-04-06 22:11:29.996577,6.0,0.0
12931,5270,2005-07-09 14:23:46,128,Marjorie Tucker,Jastrzebie-Zdrj,Poland,333,Freaky Pocus,Music,126,1,1,Mike Hillyer,2.99,2007-04-09 12:52:12.996577,4.0,2.0
12932,5647,2005-07-10 07:08:40,128,Marjorie Tucker,Jastrzebie-Zdrj,Poland,321,Flash Wars,New,123,1,2,Jon Stephens,4.99,2007-04-10 05:37:06.996577,2.0,0.0
12933,5997,2005-07-11 01:19:50,128,Marjorie Tucker,Jastrzebie-Zdrj,Poland,774,Searchers Wait,Comedy,182,1,1,Mike Hillyer,4.99,2007-04-10 23:48:16.996577,5.0,0.0
12934,6186,2005-07-11 11:26:41,128,Marjorie Tucker,Jastrzebie-Zdrj,Poland,452,Illusion Amelie,Foreign,122,1,2,Jon Stephens,2.99,2007-04-11 09:55:07.996577,6.0,0.0
12935,6481,2005-07-12 01:50:15,128,Marjorie Tucker,Jastrzebie-Zdrj,Poland,522,Life Twisted,Comedy,137,1,1,Mike Hillyer,6.99,2007-04-12 00:18:41.996577,8.0,0.0
12936,6687,2005-07-12 12:19:23,128,Marjorie Tucker,Jastrzebie-Zdrj,Poland,600,Motions Details,Horror,166,1,1,Mike Hillyer,2.99,2007-04-12 10:47:49.996577,7.0,0.0
